_id,deviceId,ts,hour,minute,sound.avg,sound.max,sound.last,sound_range,sound_stability,soundHist.QUIET,soundHist.LIGHT_ACTIVITY,soundHist.RESTLESS,soundHist.CRYING,hist_total,hist_quiet_ratio,hist_la_ratio,hist_rest_ratio,hist_cry_ratio,temp.avg,temp.min,temp.max,humidity.avg,humidity.min,humidity.max,light.avg,light.last,comfort.avg,comfort.last,comfort_computed,motion.samplesActive,motion.durationMs,motion_active_ratio,motion_active,hour_sin,hour_cos,sampleCount,sound.event,label_encoded
synthetic_009261,ESP32_GREENHOUSE_01,2026-04-04 05:10:00+00:00,5,10,5.0,854.5,69.2,849.5,0.0058445353594389245,3,2,3,7,15,0.1875,0.125,0.1875,0.4375,32.39,32.2,32.9,54.88,53.2,56.0,28.6,31.7,62.6,59.9,62.1,1,1296,0.0625,1,0.9659258262890683,0.25881904510252074,15,CRYING,3
synthetic_000808,ESP32_GREENHOUSE_01,2026-04-01 06:43:30+00:00,6,43,80.1,117.7,78.8,37.60000000000001,0.674810446503791,3,8,3,1,15,0.1875,0.5,0.1875,0.0625,32.18,31.6,32.7,63.01,62.6,64.3,20.7,43.5,53.4,55.4,54.6,1,199,0.07142857142857142,1,1.0,6.123233995736766e-17,13,QUIET,0
synthetic_001628,ESP32_GREENHOUSE_01,2026-04-01 13:33:30+00:00,13,33,32.3,48.4,51.2,16.1,0.6538461538461539,9,2,1,3,15,0.5625,0.125,0.0625,0.1875,33.3,33.0,33.8,55.04,55.0,55.6,450.4,459.9,62.7,58.5,60.6,1,259,0.0625,1,-0.2588190451025208,-0.9659258262890683,15,QUIET,0
synthetic_000925,ESP32_GREENHOUSE_01,2026-04-01 07:42:00+00:00,7,42,39.7,39.7,57.4,0.0,0.9754299754299754,7,4,1,3,15,0.4375,0.25,0.0625,0.1875,32.82,32.6,33.4,57.04,55.3,57.9,141.3,148.5,59.9,58.8,59.0,0,271,0.0,0,0.9659258262890683,-0.25881904510252063,14,QUIET,0
synthetic_002090,ESP32_GREENHOUSE_01,2026-04-01 17:24:30+00:00,17,24,31.0,148.1,25.7,117.1,0.20791415157612342,11,1,2,1,15,0.6875,0.0625,0.125,0.0625,33.93,33.8,34.4,53.36,52.9,53.4,308.5,308.7,64.4,62.9,61.7,1,12,0.0625,1,-0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_003265,ESP32_GREENHOUSE_01,2026-04-02 03:12:00+00:00,3,12,61.8,308.5,62.3,246.7,0.1996768982229402,3,7,1,4,15,0.1875,0.4375,0.0625,0.25,31.04,30.8,31.5,58.48,58.2,58.8,24.6,1.0,61.5,61.6,61.4,0,1594,0.0,0,0.7071067811865476,0.7071067811865476,14,LIGHT_ACTIVITY,1
synthetic_008705,ESP32_GREENHOUSE_01,2026-04-04 00:32:00+00:00,0,32,496.2,808.4,513.7,312.2,0.6130467012601928,1,0,3,11,15,0.0625,0.0,0.1875,0.6875,30.37,29.9,30.9,58.07,58.0,59.8,47.3,44.2,46.5,45.5,46.5,2,936,0.125,1,0.0,1.0,15,CRYING,3
synthetic_001359,ESP32_GREENHOUSE_01,2026-04-01 11:19:00+00:00,11,19,57.0,57.0,55.6,0.0,0.9827586206896551,10,0,4,1,15,0.625,0.0,0.25,0.0625,33.15,32.7,33.5,53.1,52.0,54.3,283.4,300.9,59.9,60.2,60.8,1,181,0.06666666666666667,1,0.258819045102521,-0.9659258262890682,14,QUIET,0
synthetic_001351,ESP32_GREENHOUSE_01,2026-04-01 11:15:00+00:00,11,15,112.3,198.1,119.8,85.8,0.5640381717729784,9,2,2,2,15,0.5625,0.125,0.125,0.125,33.36,33.0,33.6,57.3,56.2,57.3,368.5,349.6,54.8,56.1,56.0,0,42,0.0,0,0.258819045102521,-0.9659258262890682,14,QUIET,0
synthetic_006472,ESP32_GREENHOUSE_01,2026-04-03 05:55:30+00:00,5,55,279.0,555.3,331.1,276.29999999999995,0.5015279525435916,4,0,2,9,15,0.25,0.0,0.125,0.5625,31.8,31.5,32.2,58.44,57.6,60.0,37.8,27.4,51.7,48.5,50.8,1,2062,0.0625,1,0.9659258262890683,0.25881904510252074,15,RESTLESS,2
synthetic_004757,ESP32_GREENHOUSE_01,2026-04-02 15:38:00+00:00,15,38,60.1,264.2,62.7,204.1,0.2266214177978884,0,12,0,3,15,0.0,0.75,0.0,0.1875,33.61,33.4,34.0,50.86,50.5,52.7,379.2,377.9,60.7,60.3,62.1,3,1696,0.1875,1,-0.7071067811865471,-0.7071067811865479,15,LIGHT_ACTIVITY,1
synthetic_007833,ESP32_GREENHOUSE_01,2026-04-03 17:16:00+00:00,17,16,260.0,629.3,123.3,369.29999999999995,0.4125019831826115,0,3,1,11,15,0.0,0.1875,0.0625,0.6875,31.41,31.0,31.8,56.06,54.2,58.0,340.6,357.8,51.7,59.3,54.1,2,937,0.125,1,-0.9659258262890683,-0.25881904510252063,15,CRYING,3
synthetic_007433,ESP32_GREENHOUSE_01,2026-04-03 13:56:00+00:00,13,56,300.0,349.8,311.3,49.80000000000001,0.855188141391106,1,5,1,8,15,0.0625,0.3125,0.0625,0.5,33.36,32.8,33.8,52.21,52.0,53.5,431.8,428.5,52.3,48.6,51.9,3,2515,0.2,1,-0.2588190451025208,-0.9659258262890683,14,RESTLESS,2
synthetic_000427,ESP32_GREENHOUSE_01,2026-04-01 03:33:00+00:00,3,33,71.2,100.3,53.1,29.099999999999994,0.702862783810464,9,2,3,1,15,0.5625,0.125,0.1875,0.0625,31.72,31.3,31.9,60.0,58.8,61.1,35.6,47.5,59.3,56.3,58.2,0,108,0.0,0,0.7071067811865476,0.7071067811865476,15,QUIET,0
synthetic_004755,ESP32_GREENHOUSE_01,2026-04-02 15:37:00+00:00,15,37,199.5,245.4,182.9,45.900000000000006,0.8096590909090909,0,10,3,2,15,0.0,0.625,0.1875,0.125,33.57,33.3,34.0,56.4,55.4,58.3,386.3,390.6,56.0,53.1,53.2,0,1550,0.0,0,-0.7071067811865471,-0.7071067811865479,14,LIGHT_ACTIVITY,1
synthetic_002087,ESP32_GREENHOUSE_01,2026-04-01 17:23:00+00:00,17,23,44.7,61.5,38.5,16.799999999999997,0.7152000000000001,7,4,3,1,15,0.4375,0.25,0.1875,0.0625,32.34,31.9,32.8,56.15,55.8,57.5,386.2,398.9,60.1,61.9,59.9,0,282,0.0,0,-0.9659258262890683,-0.25881904510252063,14,QUIET,0
synthetic_000670,ESP32_GREENHOUSE_01,2026-04-01 05:34:30+00:00,5,34,81.1,93.1,82.8,12.0,0.8618490967056323,9,4,0,2,15,0.5625,0.25,0.0,0.125,32.26,31.7,32.6,56.61,54.8,57.1,36.4,21.0,58.3,59.9,58.4,0,320,0.0,0,0.9659258262890683,0.25881904510252074,15,QUIET,0
synthetic_000579,ESP32_GREENHOUSE_01,2026-04-01 04:49:00+00:00,4,49,80.2,81.6,87.1,1.3999999999999915,0.9709443099273609,7,2,5,1,15,0.4375,0.125,0.3125,0.0625,31.53,31.1,31.8,63.29,62.0,64.6,59.4,46.7,55.2,54.5,56.3,0,60,0.0,0,0.8660254037844386,0.5000000000000001,15,QUIET,0
synthetic_002783,ESP32_GREENHOUSE_01,2026-04-01 23:11:00+00:00,23,11,152.8,152.8,124.4,0.0,0.9934980494148244,2,7,2,4,15,0.125,0.4375,0.125,0.25,31.24,31.0,31.8,54.51,53.7,56.4,55.4,52.1,59.6,64.4,59.7,1,1931,0.0625,1,-0.25881904510252157,0.9659258262890681,15,LIGHT_ACTIVITY,1
synthetic_001169,ESP32_GREENHOUSE_01,2026-04-01 09:44:00+00:00,9,44,51.8,51.8,76.2,0.0,0.9810606060606061,11,3,0,1,15,0.6875,0.1875,0.0,0.0625,33.95,33.4,34.2,55.66,54.1,57.3,287.9,290.7,58.2,58.5,59.4,0,253,0.0,0,0.7071067811865476,-0.7071067811865475,14,QUIET,0
synthetic_003615,ESP32_GREENHOUSE_01,2026-04-02 06:07:00+00:00,6,7,135.1,268.9,117.7,133.79999999999998,0.5005557613931085,7,5,0,3,15,0.4375,0.3125,0.0,0.1875,31.12,30.6,31.7,63.38,61.4,64.8,0.0,0.0,55.2,56.4,55.2,0,606,0.0,0,1.0,6.123233995736766e-17,14,LIGHT_ACTIVITY,1
synthetic_003376,ESP32_GREENHOUSE_01,2026-04-02 04:07:30+00:00,4,7,153.7,350.1,172.6,196.40000000000003,0.43776701794360573,1,12,1,1,15,0.0625,0.75,0.0625,0.0625,32.38,31.9,32.8,56.01,54.4,56.3,28.2,4.3,55.6,57.6,55.6,2,744,0.13333333333333333,1,0.8660254037844386,0.5000000000000001,14,LIGHT_ACTIVITY,1
synthetic_006926,ESP32_GREENHOUSE_01,2026-04-03 09:42:30+00:00,9,42,265.4,477.0,256.8,211.60000000000002,0.5552301255230125,0,1,14,0,15,0.0,0.0625,0.875,0.0,32.9,32.5,33.1,57.21,57.1,57.6,270.5,260.9,44.7,46.5,50.1,3,7467,0.1875,1,0.7071067811865476,-0.7071067811865475,15,RESTLESS,2
synthetic_006721,ESP32_GREENHOUSE_01,2026-04-03 08:00:00+00:00,8,0,242.2,242.2,301.7,0.0,0.9958881578947368,3,1,8,3,15,0.1875,0.0625,0.5,0.1875,32.76,32.3,33.1,56.65,54.8,57.0,181.1,159.8,46.0,43.0,51.4,0,7912,0.0,0,0.8660254037844387,-0.4999999999999998,13,RESTLESS,2
synthetic_008487,ESP32_GREENHOUSE_01,2026-04-03 22:43:00+00:00,22,43,294.3,706.5,107.6,412.2,0.41597173144876326,3,2,3,7,15,0.1875,0.125,0.1875,0.4375,31.09,30.9,31.4,57.68,57.3,57.9,48.0,59.6,49.9,60.1,52.6,1,54,0.07142857142857142,1,-0.5000000000000004,0.8660254037844384,13,CRYING,3
synthetic_000541,ESP32_GREENHOUSE_01,2026-04-01 04:30:00+00:00,4,30,86.0,109.4,100.5,23.400000000000006,0.7789855072463767,9,2,2,2,15,0.5625,0.125,0.125,0.125,32.46,32.1,33.0,60.04,58.4,61.4,45.8,68.8,56.7,54.7,55.5,0,205,0.0,0,0.8660254037844386,0.5000000000000001,14,QUIET,0
synthetic_002992,ESP32_GREENHOUSE_01,2026-04-02 00:55:30+00:00,0,55,62.9,202.8,39.1,139.9,0.30863591756624137,0,7,3,5,15,0.0,0.4375,0.1875,0.3125,30.0,29.8,30.5,57.43,57.4,59.4,42.1,38.3,63.6,66.7,64.9,2,1429,0.125,1,0.0,1.0,15,LIGHT_ACTIVITY,1
synthetic_009611,ESP32_GREENHOUSE_01,2026-04-04 08:05:00+00:00,8,5,720.1,720.1,566.9,0.0,0.9986132297878242,3,1,3,8,15,0.1875,0.0625,0.1875,0.5,33.85,33.4,34.3,58.81,57.6,59.6,172.1,204.3,30.3,37.5,31.3,2,1422,0.125,1,0.8660254037844387,-0.4999999999999998,15,CRYING,3
synthetic_003470,ESP32_GREENHOUSE_01,2026-04-02 04:54:30+00:00,4,54,79.9,142.2,64.5,62.29999999999998,0.5579608938547487,1,12,2,0,15,0.0625,0.75,0.125,0.0,31.63,31.2,31.9,59.14,57.2,59.9,36.7,55.2,58.6,58.0,58.6,3,1267,0.21428571428571427,1,0.8660254037844386,0.5000000000000001,13,LIGHT_ACTIVITY,1
synthetic_009087,ESP32_GREENHOUSE_01,2026-04-04 03:43:00+00:00,3,43,310.2,1002.3,391.3,692.0999999999999,0.30917970696700886,1,0,0,14,15,0.0625,0.0,0.0,0.875,31.45,31.1,31.6,63.6,62.2,65.0,16.4,12.4,47.9,43.6,47.3,3,588,0.1875,1,0.7071067811865476,0.7071067811865476,15,CRYING,3
synthetic_004740,ESP32_GREENHOUSE_01,2026-04-02 15:29:30+00:00,15,29,110.4,254.1,118.5,143.7,0.43277146217169743,3,8,1,3,15,0.1875,0.5,0.0625,0.1875,32.21,31.7,32.8,55.51,54.1,57.1,432.0,444.7,57.4,59.6,58.1,3,2052,0.2,1,-0.7071067811865471,-0.7071067811865479,14,LIGHT_ACTIVITY,1
synthetic_008223,ESP32_GREENHOUSE_01,2026-04-03 20:31:00+00:00,20,31,546.5,815.2,559.0,268.70000000000005,0.6695662827738299,1,3,0,11,15,0.0625,0.1875,0.0,0.6875,30.24,30.0,30.4,54.29,54.1,54.9,158.0,143.4,46.4,46.6,47.3,2,1761,0.125,1,-0.8660254037844386,0.5000000000000001,15,CRYING,3
synthetic_001271,ESP32_GREENHOUSE_01,2026-04-01 10:35:00+00:00,10,35,134.9,134.9,150.4,0.0,0.9926416482707874,10,1,3,1,15,0.625,0.0625,0.1875,0.0625,33.38,32.9,33.5,58.49,57.0,60.4,332.7,342.9,51.5,53.5,54.4,1,24,0.06666666666666667,1,0.49999999999999994,-0.8660254037844387,14,QUIET,0
synthetic_006011,ESP32_GREENHOUSE_01,2026-04-03 02:05:00+00:00,2,5,265.4,644.0,280.3,378.6,0.41147286821705426,0,12,2,1,15,0.0,0.75,0.125,0.0625,31.8,31.6,32.0,58.7,57.4,59.5,37.7,56.8,45.6,48.5,51.1,0,5513,0.0,0,0.49999999999999994,0.8660254037844387,15,RESTLESS,2
synthetic_000113,ESP32_GREENHOUSE_01,2026-04-01 00:56:00+00:00,0,56,82.9,82.9,74.7,0.0,0.9880810488676997,0,9,3,3,15,0.0,0.5625,0.1875,0.1875,31.26,30.8,31.7,60.09,60.1,60.8,2.0,0.0,60.1,59.0,58.9,0,383,0.0,0,0.0,1.0,14,QUIET,0
synthetic_008807,ESP32_GREENHOUSE_01,2026-04-04 01:23:00+00:00,1,23,5.0,1023.0,5.0,1018.0,0.0048828125,1,0,0,14,15,0.0625,0.0,0.0,0.875,31.5,31.1,32.0,57.79,56.6,57.9,35.1,56.0,63.8,62.9,62.7,4,1138,0.26666666666666666,1,0.25881904510252074,0.9659258262890683,14,RESTLESS,2
synthetic_007191,ESP32_GREENHOUSE_01,2026-04-03 11:55:00+00:00,11,55,95.4,454.6,170.3,359.20000000000005,0.20939420544337137,2,0,10,3,15,0.125,0.0,0.625,0.1875,32.46,32.0,33.0,61.07,60.2,62.8,310.7,279.6,49.6,47.0,54.5,0,6493,0.0,0,0.258819045102521,-0.9659258262890682,14,RESTLESS,2
synthetic_006484,ESP32_GREENHOUSE_01,2026-04-03 06:01:30+00:00,6,1,250.0,394.0,326.2,144.0,0.6329113924050633,1,1,2,11,15,0.0625,0.0625,0.125,0.6875,32.31,31.8,32.8,53.84,52.4,54.4,61.0,72.0,51.9,51.6,53.4,4,4146,0.26666666666666666,1,1.0,6.123233995736766e-17,14,RESTLESS,2
synthetic_000678,ESP32_GREENHOUSE_01,2026-04-01 05:38:30+00:00,5,38,58.9,110.5,76.0,51.6,0.5282511210762332,12,2,0,1,15,0.75,0.125,0.0,0.0625,32.17,31.9,32.4,57.51,56.6,59.4,5.0,7.6,59.3,57.7,58.9,1,258,0.07142857142857142,1,0.9659258262890683,0.25881904510252074,13,LIGHT_ACTIVITY,1
synthetic_000271,ESP32_GREENHOUSE_01,2026-04-01 02:15:00+00:00,2,15,21.2,117.4,27.8,96.2,0.17905405405405403,12,0,1,2,15,0.75,0.0,0.0625,0.125,31.8,31.3,31.9,62.78,61.4,63.7,44.6,32.1,59.7,58.7,58.1,1,18,0.07142857142857142,1,0.49999999999999994,0.8660254037844387,13,QUIET,0
synthetic_007340,ESP32_GREENHOUSE_01,2026-04-03 13:09:30+00:00,13,9,229.6,361.7,187.4,132.1,0.6330300523848911,0,2,10,3,15,0.0,0.125,0.625,0.1875,33.47,32.9,33.7,52.93,51.6,54.3,413.8,417.3,49.4,50.8,54.2,4,6081,0.26666666666666666,1,-0.2588190451025208,-0.9659258262890683,14,RESTLESS,2
synthetic_006119,ESP32_GREENHOUSE_01,2026-04-03 02:59:00+00:00,2,59,267.3,334.6,261.3,67.30000000000001,0.7964839094159714,0,0,14,1,15,0.0,0.0,0.875,0.0625,30.21,29.6,30.5,61.59,59.9,62.0,35.2,33.6,51.0,48.9,53.7,4,7767,0.25,1,0.49999999999999994,0.8660254037844387,15,RESTLESS,2
synthetic_005150,ESP32_GREENHOUSE_01,2026-04-02 18:54:30+00:00,18,54,290.3,633.1,362.7,342.8,0.4578142248856647,2,4,9,0,15,0.125,0.25,0.5625,0.0,32.36,32.0,32.5,56.07,54.2,56.4,253.8,252.4,49.7,49.0,50.2,3,4572,0.21428571428571427,1,-1.0,-1.8369701987210297e-16,13,RESTLESS,2
synthetic_000460,ESP32_GREENHOUSE_01,2026-04-01 03:49:30+00:00,3,49,35.7,89.3,28.9,53.599999999999994,0.39534883720930236,7,1,3,4,15,0.4375,0.0625,0.1875,0.25,31.24,31.1,31.8,61.15,59.7,61.2,66.1,72.7,62.2,60.5,60.2,1,415,0.0625,1,0.7071067811865476,0.7071067811865476,15,QUIET,0
synthetic_000032,ESP32_GREENHOUSE_01,2026-04-01 00:15:30+00:00,0,15,11.8,88.5,38.6,76.7,0.1318435754189944,11,0,1,3,15,0.6875,0.0,0.0625,0.1875,30.0,29.7,30.6,58.77,57.7,60.5,1.4,4.7,64.3,65.7,66.1,1,347,0.0625,1,0.0,1.0,15,QUIET,0
synthetic_000611,ESP32_GREENHOUSE_01,2026-04-01 05:05:00+00:00,5,5,61.5,83.4,86.6,21.900000000000006,0.7286729857819905,11,1,1,2,15,0.6875,0.0625,0.0625,0.125,31.87,31.6,32.1,60.19,59.1,60.4,10.1,0.0,59.0,59.7,58.0,1,45,0.07142857142857142,1,0.9659258262890683,0.25881904510252074,13,QUIET,0
synthetic_000909,ESP32_GREENHOUSE_01,2026-04-01 07:34:00+00:00,7,34,29.8,93.8,28.9,64.0,0.3143459915611814,13,0,1,1,15,0.8125,0.0,0.0625,0.0625,32.22,31.9,32.6,59.24,57.3,59.7,58.9,81.8,58.1,58.9,58.8,0,178,0.0,0,0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_001022,ESP32_GREENHOUSE_01,2026-04-01 08:30:30+00:00,8,30,35.2,128.0,128.6,92.8,0.27286821705426356,13,0,0,2,15,0.8125,0.0,0.0,0.125,32.56,32.3,33.0,58.32,56.8,59.6,182.3,197.7,58.3,55.1,58.4,1,133,0.07142857142857142,1,0.8660254037844387,-0.4999999999999998,13,QUIET,0
synthetic_004834,ESP32_GREENHOUSE_01,2026-04-02 16:16:30+00:00,16,16,131.3,227.0,171.6,95.69999999999999,0.5758771929824562,2,12,1,0,15,0.125,0.75,0.0625,0.0,32.89,32.7,33.1,46.6,44.9,47.7,405.9,405.1,58.0,56.3,57.7,0,1650,0.0,0,-0.8660254037844385,-0.5000000000000004,15,LIGHT_ACTIVITY,1
synthetic_009836,ESP32_GREENHOUSE_01,2026-04-04 09:57:30+00:00,9,57,334.7,912.8,80.7,578.0999999999999,0.36627270737579337,0,1,3,11,15,0.0,0.0625,0.1875,0.6875,32.64,32.1,32.9,56.35,55.8,56.5,309.9,327.1,48.0,57.5,47.9,2,1242,0.13333333333333333,1,0.7071067811865476,-0.7071067811865475,14,CRYING,3
synthetic_007646,ESP32_GREENHOUSE_01,2026-04-03 15:42:30+00:00,15,42,217.4,842.3,178.1,624.9,0.2577967508597178,0,1,1,13,15,0.0,0.0625,0.0625,0.8125,32.37,32.1,32.7,49.93,48.4,50.2,440.7,455.9,57.1,57.5,56.8,3,104,0.2,1,-0.7071067811865471,-0.7071067811865479,14,CRYING,3
synthetic_003457,ESP32_GREENHOUSE_01,2026-04-02 04:48:00+00:00,4,48,204.2,325.6,191.3,121.40000000000003,0.6252296387017758,0,14,0,1,15,0.0,0.875,0.0,0.0625,31.48,31.2,31.7,60.34,59.4,60.5,49.5,60.3,52.5,56.0,53.4,4,4397,0.26666666666666666,1,0.8660254037844386,0.5000000000000001,14,LIGHT_ACTIVITY,1
synthetic_000416,ESP32_GREENHOUSE_01,2026-04-01 03:27:30+00:00,3,27,39.9,103.5,35.5,63.6,0.3818181818181818,7,4,2,2,15,0.4375,0.25,0.125,0.125,31.69,31.2,32.2,62.38,61.5,64.0,68.4,69.8,58.6,56.5,58.0,1,232,0.06666666666666667,1,0.7071067811865476,0.7071067811865476,14,QUIET,0
synthetic_005055,ESP32_GREENHOUSE_01,2026-04-02 18:07:00+00:00,18,7,133.9,471.2,214.8,337.29999999999995,0.28356628547225754,1,2,9,3,15,0.0625,0.125,0.5625,0.1875,32.56,32.1,32.9,51.74,51.1,51.8,330.3,322.6,56.3,57.2,58.7,2,3501,0.13333333333333333,1,-1.0,-1.8369701987210297e-16,14,RESTLESS,2
synthetic_006763,ESP32_GREENHOUSE_01,2026-04-03 08:21:00+00:00,8,21,177.1,403.7,107.8,226.6,0.43760810476896467,1,3,11,0,15,0.0625,0.1875,0.6875,0.0,31.43,31.1,31.7,61.18,61.1,61.4,161.5,176.1,48.4,50.2,54.1,4,5837,0.25,1,0.8660254037844387,-0.4999999999999998,15,RESTLESS,2
synthetic_004191,ESP32_GREENHOUSE_01,2026-04-02 10:55:00+00:00,10,55,85.7,168.1,79.4,82.39999999999999,0.5068007096392667,3,9,3,0,15,0.1875,0.5625,0.1875,0.0,34.16,33.7,34.6,56.42,55.3,57.1,279.6,268.1,57.4,59.0,57.6,0,742,0.0,0,0.49999999999999994,-0.8660254037844387,15,LIGHT_ACTIVITY,1
synthetic_005019,ESP32_GREENHOUSE_01,2026-04-02 17:49:00+00:00,17,49,220.1,525.3,224.9,305.19999999999993,0.4182025460763823,1,2,9,3,15,0.0625,0.125,0.5625,0.1875,32.22,32.0,32.6,53.86,53.0,54.2,319.7,317.8,54.2,54.5,54.8,2,3148,0.125,1,-0.9659258262890683,-0.25881904510252063,15,RESTLESS,2
synthetic_008430,ESP32_GREENHOUSE_01,2026-04-03 22:14:30+00:00,22,14,601.2,1023.0,376.7,421.79999999999995,0.587109375,1,2,2,10,15,0.0625,0.125,0.125,0.625,31.74,31.3,32.0,52.36,52.3,52.9,33.5,44.8,42.4,52.2,42.1,2,452,0.125,1,-0.5000000000000004,0.8660254037844384,15,CRYING,3
synthetic_001345,ESP32_GREENHOUSE_01,2026-04-01 11:12:00+00:00,11,12,73.9,73.9,53.1,0.0,0.986648865153538,14,1,0,0,15,0.875,0.0625,0.0,0.0,33.15,32.7,33.3,54.95,53.2,56.7,385.3,404.9,59.0,60.1,59.0,0,324,0.0,0,0.258819045102521,-0.9659258262890682,14,QUIET,0
synthetic_001173,ESP32_GREENHOUSE_01,2026-04-01 09:46:00+00:00,9,46,80.1,86.0,84.6,5.900000000000006,0.9206896551724137,1,8,2,4,15,0.0625,0.5,0.125,0.25,33.56,33.1,33.9,60.86,59.7,61.0,311.8,327.5,54.3,56.4,55.1,1,225,0.0625,1,0.7071067811865476,-0.7071067811865475,15,QUIET,0
synthetic_005351,ESP32_GREENHOUSE_01,2026-04-02 20:35:00+00:00,20,35,181.1,464.9,431.8,283.79999999999995,0.3887100236102168,2,2,10,1,15,0.125,0.125,0.625,0.0625,32.11,31.7,32.7,55.66,54.6,56.7,127.9,151.4,53.8,40.2,55.5,3,7242,0.1875,1,-0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_009186,ESP32_GREENHOUSE_01,2026-04-04 04:32:30+00:00,4,32,654.7,654.7,755.2,0.0,0.9984749123074577,2,2,2,9,15,0.125,0.125,0.125,0.5625,32.69,32.2,33.2,56.21,54.4,57.3,13.9,3.2,36.1,30.2,35.5,1,1350,0.0625,1,0.8660254037844386,0.5000000000000001,15,CRYING,3
synthetic_004603,ESP32_GREENHOUSE_01,2026-04-02 14:21:00+00:00,14,21,32.9,292.7,102.9,259.8,0.11201906707524685,3,8,3,1,15,0.1875,0.5,0.1875,0.0625,33.9,33.5,34.0,53.04,51.4,53.9,364.1,342.7,63.1,59.2,61.8,3,825,0.1875,1,-0.4999999999999997,-0.8660254037844388,15,LIGHT_ACTIVITY,1
synthetic_000891,ESP32_GREENHOUSE_01,2026-04-01 07:25:00+00:00,7,25,54.7,54.7,60.4,0.0,0.9820466786355476,12,1,0,2,15,0.75,0.0625,0.0,0.125,32.15,31.9,32.7,55.35,54.3,55.6,106.2,111.3,61.2,58.3,60.5,0,129,0.0,0,0.9659258262890683,-0.25881904510252063,13,QUIET,0
synthetic_006841,ESP32_GREENHOUSE_01,2026-04-03 09:00:00+00:00,9,0,287.8,589.0,353.0,301.2,0.48779661016949155,2,1,11,1,15,0.125,0.0625,0.6875,0.0625,32.74,32.2,32.9,57.93,57.2,58.4,210.1,202.8,48.4,45.4,48.8,0,511,0.0,0,0.7071067811865476,-0.7071067811865475,14,RESTLESS,2
synthetic_008179,ESP32_GREENHOUSE_01,2026-04-03 20:09:00+00:00,20,9,63.9,680.2,72.9,616.3000000000001,0.09380504991192014,1,0,0,14,15,0.0625,0.0,0.0,0.875,31.17,30.9,31.7,58.79,58.8,60.6,146.7,153.3,60.5,62.1,60.7,0,1668,0.0,0,-0.8660254037844386,0.5000000000000001,13,CRYING,3
synthetic_001848,ESP32_GREENHOUSE_01,2026-04-01 15:23:30+00:00,15,23,45.8,128.7,37.2,82.89999999999999,0.35312259059367773,13,1,0,1,15,0.8125,0.0625,0.0,0.0625,32.6,32.0,32.8,53.66,52.5,53.8,411.2,412.7,59.2,58.3,60.9,1,111,0.0625,1,-0.7071067811865471,-0.7071067811865479,15,QUIET,0
synthetic_003322,ESP32_GREENHOUSE_01,2026-04-02 03:40:30+00:00,3,40,56.9,220.8,76.4,163.9,0.25653742110009015,2,4,7,2,15,0.125,0.25,0.4375,0.125,32.34,31.9,32.9,59.81,58.6,60.0,69.6,73.8,55.0,58.1,57.1,3,1574,0.1875,1,0.7071067811865476,0.7071067811865476,15,RESTLESS,2
synthetic_001127,ESP32_GREENHOUSE_01,2026-04-01 09:23:00+00:00,9,23,51.9,103.6,59.6,51.699999999999996,0.49617590822179736,11,2,1,1,15,0.6875,0.125,0.0625,0.0625,32.59,32.5,33.1,56.43,56.4,57.1,176.1,172.5,61.2,58.4,59.0,0,239,0.0,0,0.7071067811865476,-0.7071067811865475,14,QUIET,0
synthetic_008173,ESP32_GREENHOUSE_01,2026-04-03 20:06:00+00:00,20,6,757.8,757.8,765.3,0.0,0.9986821296784396,2,1,1,11,15,0.125,0.0625,0.0625,0.6875,31.25,31.0,31.5,52.61,51.0,54.5,145.9,118.3,35.8,36.5,37.2,3,1371,0.2,1,-0.8660254037844386,0.5000000000000001,14,CRYING,3
synthetic_003761,ESP32_GREENHOUSE_01,2026-04-02 07:20:00+00:00,7,20,64.4,255.1,5.5,190.7,0.2514642717688403,3,8,0,4,15,0.1875,0.5,0.0,0.25,33.43,33.1,34.0,55.47,54.4,57.1,64.8,59.5,59.0,62.1,59.1,0,115,0.0,0,0.9659258262890683,-0.25881904510252063,15,LIGHT_ACTIVITY,1
synthetic_000305,ESP32_GREENHOUSE_01,2026-04-01 02:32:00+00:00,2,32,76.9,151.9,108.9,75.0,0.5029431000654022,8,2,1,4,15,0.5,0.125,0.0625,0.25,31.31,30.8,31.9,62.93,62.1,64.4,22.8,18.4,53.7,56.3,57.2,0,450,0.0,0,0.49999999999999994,0.8660254037844387,14,QUIET,0
synthetic_002936,ESP32_GREENHOUSE_01,2026-04-02 00:27:30+00:00,0,27,92.8,270.4,92.4,177.59999999999997,0.34193072955047904,3,10,1,1,15,0.1875,0.625,0.0625,0.0625,31.05,30.8,31.2,59.25,57.3,60.2,23.8,24.3,60.4,59.4,59.7,2,432,0.125,1,0.0,1.0,15,LIGHT_ACTIVITY,1
synthetic_006828,ESP32_GREENHOUSE_01,2026-04-03 08:53:30+00:00,8,53,5.0,596.7,59.7,591.7,0.008365400702693659,0,2,13,0,15,0.0,0.125,0.8125,0.0,32.42,32.0,32.6,58.67,57.9,59.5,176.5,177.4,60.0,57.6,59.6,1,1731,0.06666666666666667,1,0.8660254037844387,-0.4999999999999998,14,RESTLESS,2
